Name,scorecard id,4 Year Graduation rate,6 Year Graduation rate,8 Year Graduation rate,"Latitude, Longitude",City,State,alias,Gender Restricted,URL,NPC URL,Percent Male,Percent Female,HBCU,Student to Faculty Ratio,% American Indian and Alaska Native,% Native Hawaiian and Pacific Islander,% Asian,% Black,% White,% Unknown Race,% Hispanic,% Multiracial,% International,Faculty % American Indian and Alaska Native,Faculty % Native Hawaiian and Pacific Islander,Faculty % Asian,Faculty % Black,Faculty % White,Faculty % Unknown Race,Faculty % Hispanic,nonresident,Faculty % Multiracial,% Students in Legal,% Students in Health,% Students in English,% Students in History,% Students in Library,% Students in Computer,% Students in Language,% Students in Military,% Students in Education,% Students in Resources,% Students in Biological,% Students in Humanities,% Students in Psychology,% Students in Agriculture,% Students in Engineering,% Students in Mathematics,% Students in Architecture,% Students in Construction,% Students in Communication,% Students in Social Science,% Students in Transportation,% Students in Multidiscipline,% Students in Physical Science,% Students in Personal Culinary,% Students in Visual Performing,% Students in Business Marketing,% Students in Science Technology,% Students in Philosophy Religious,% Students in Precision Production,% Students in Engineering Technology,% Students in Ethnic Cultural Gender,% Students in Family Consumer Science,% Students in Parks Recreation Fitness,% Students in Security Law Enforcement,% Students in Communications Technology,% Students in Mechanic Repair Technology,% Students in Theology Religious Vocation,% Students in Public Administration Social Service,Undergraduate Enrollment,Graduate Enrollment,Total Enrollment,in state tuition,out of state tuition,Net Price,Room and Board,Student Earnings 10 Years after College,Religious Affiliation,Location Type,US News Ranking,US News Business Ranking,US News Computer Science Ranking,ACT Math 25th Percentile,ACT Math 50th Percentile,ACT Math 75th Percentile,ACT Verbal 25th Percentile,ACT Verbal 50th Percentile,ACT Verbal 75th Percentile,ACT Score 25th Percentile,ACT Score 50th Percentile,ACT Score 75th Percentile,SAT Math 25th Percentile,SAT Math 50th Percentile,SAT Math 75th Percentile,SAT Verbal 25th Percentile,SAT Verbal 50th Percentile,SAT Verbal 75th Percentile,SAT Equivalent Average Score,Top 3 Majors by Percentage,Top 5 Majors by Percentage,Best Colleges for Engineering,Best Colleges with No Application Fee,Top Public Universities,Hardest Colleges to Get Into,Best Small Colleges,Best College Dorms,Colleges with the Best Professors,Safest College Campuses,Colleges with the Best Academics,Most Diverse Colleges,Best College Food,Best Test Optional Colleges,Best Colleges,Best Colleges for Student Athletes,Best Value Colleges,Most Liberal Colleges,Best Colleges for Accounting and Finance,Best Colleges for Business,Best Colleges for Communications,Top Private Universities,Best College Athletics,Best Colleges that Accept the Common App,Top Party Schools,Colleges with the Best Student Life,Best Christian Colleges,Best Colleges for Music,Most Conservative Colleges,Best Colleges for Religious Studies,Best Colleges for Nursing,Best Colleges for Education,Best College Locations,Best Colleges for Psychology,Best Colleges for English,Best Colleges for Math,Best College Campuses,Best Colleges for Biology,Best Colleges for Information Technology,Best Colleges for Public Policy,Best Greek Life Colleges,Best Colleges for History,Best Catholic Colleges,Best Colleges for Kinesiology and Physical Therapy,Best Colleges for International Relations,Best Colleges for Computer Science,Best Colleges for Chemistry,Best Colleges for Physics,Best Colleges for Environmental Science,Best Colleges for Criminal Justice,Best Liberal Arts Colleges,Best Online Colleges,Best Colleges for Agricultural Sciences,Best Colleges for Public Health,Best Big Colleges,Best Colleges for Anthropology and Sociology,Best Colleges for Design,Best Colleges for Economics,Best Colleges for Political Science,Best Colleges for Sports Management,Best Colleges for Film and Photography,Best Colleges for Performing Arts,Best Colleges for Philosophy,Best Colleges for Art,Best Women's Colleges,Best Hispanic-Serving Institutions,Best Colleges for Architecture,Best Colleges for Global Studies,Best Colleges for Culinary Arts,Best HBCU Schools,Closest Major Airport Code,Drive Time to Airport,Distance to Airport (Miles by road),Total Minutes to Airport,Acceptance Rate,% Jewish,EA,ED,ED2,% Received Merit (Freshmen w/o need),Average Award (Freshmen w/o need),ED Deadline,ED2 Deadline,ED/ED2 Notification Dates,Source URL (may have more useful info),Common Data Set URL
University of Dallas,224323,68.45%,71.76%,71.43%,"32.846221, -96.919512",Irving,TX,,,www.udallas.edu/,www.udallas.edu/admissions/calculator/index.php,43.38%,56.62%,,12 to 1,0.20%,0%,7.09%,2.94%,57.75%,1.80%,26.27%,2.21%,1.74%,0%,0%,2.88%,2.16%,79.86%,2.88%,9.35%,0.72%,2.16%,0%,0%,10.61%,1.61%,0%,5.14%,3.86%,0%,2.89%,0%,16.08%,0%,7.07%,0%,0%,0.64%,0%,0%,0%,9.65%,0%,1.61%,3.54%,0%,2.57%,18.33%,0%,4.50%,0%,0%,0%,0%,0%,0%,0%,0%,11.90%,0%,1496,1038,2534,46864,46864,20636,13472,56733,Roman Catholic,City: Midsize (250k > pop. > 100k),,,,21,25,29,24,29,34,24,28,31,540,605,670,570,645,720,1271,Business Marketing: 18.33% | Biological: 16.08% | Theology Religious Vocation: 11.9%,Business Marketing: 18.33% | Biological: 16.08% | Theology Religious Vocation: 11.9% | English: 10.61% | Social Science: 9.65%,,,,194,110,,427,412,176,993,,276,295,457,566,,,165,,182,,220,554,894,,,14,57,,169,552,200,76,171,,140,,,,117,28,,,238,,112,,,,,,,,,,131,115,,,140,92,122,,,,,,,DFW,16 mins,12.8 mi,16,0.5836,,Y,,,,,,,,,https://udallas.edu/offices/ie/_documents/CDS_2022-2023%2520DM.pdf
Fordham University,191241,78.32%,83.16%,83.15%,"40.859354, -73.882705",Bronx,NY,,,www.fordham.edu/,www.fordham.edu/finaid/npc,41.05%,58.95%,,14 to 1,0.05%,0.08%,12.91%,5.12%,52.55%,0.73%,17.32%,4.72%,6.52%,0%,0%,12.41%,6.55%,65.35%,1.77%,6.55%,6.55%,0.82%,0%,0%,3.86%,2.47%,0%,5.40%,0.56%,0%,0%,1.30%,4.65%,0.37%,5.54%,0%,0.88%,2.61%,0%,0%,11.12%,17.08%,0%,2.37%,0.79%,0%,6.51%,31.50%,0%,1.26%,0%,0%,1.16%,0%,0%,0%,0%,0%,0%,0.56%,9669,7082,16751,"$80,204 ","$80,204 ",35320,21035,78820,Roman Catholic,City: Large (pop. > 250k),72,73,,27,30,32,31,33,35,30,32,33,650,700,750,650,690,730,1402,Business Marketing: 31.5% | Social Science: 17.08% | Communication: 11.12%,Business Marketing: 31.5% | Social Science: 17.08% | Communication: 11.12% | Visual Performing: 6.51% | Psychology: 5.54%,,,,168,,,247,821,234,289,,273,292,216,586,81,61,131,145,180,362,218,493,575,,,,154,,,447,148,137,152,,243,,42,,121,27,,86,189,,,,,,,,,,161,119,148,146,,73,79,131,163,,,,79,,,LGA,22 mins,12.0 mi,22,0.583,4.10%,Y,Y,,68%,"$20,142 ",,,,,https://www.fordham.edu/download/downloads/id/14986/common_data_set_2019-2020.pdf
University of the Incarnate Word,225627,38.48%,57.60%,51.76%,"29.46708, -98.46583",San Antonio,TX,"UIW, Incarnate Word, Incarnate, Incarnate Word, University of, Incarnate Word, Univ of, Univ. of the Incarnate Word",,www.uiw.edu/,https://www.uiw.edu/finaid/uiwnpc.html,36.70%,63.30%,,13 to 1,0.45%,0.34%,2.50%,6.95%,16.40%,3.33%,64.30%,2.26%,3.48%,0.58%,0.29%,8.43%,4.36%,59.01%,0.29%,23.26%,2.91%,0.87%,0%,25.36%,0.77%,0.43%,0%,1.54%,0%,0%,2.14%,0%,8.05%,0.94%,6.34%,0%,0.86%,0.43%,0%,0%,2.23%,1.29%,0%,0.86%,0.51%,0%,4.71%,33.50%,0%,0.60%,0%,0%,0%,1.20%,2.06%,4.37%,1.54%,0%,0.09%,0.17%,4689,2662,7351,33100,33100,21244,13122,51494,Roman Catholic,City: Large (pop. > 250k),299,,,16,20,23,15,19,23,17,20,23,450,510,570,470,530,590,1042,Business Marketing: 33.5% | Health: 25.36% | Biological: 8.05%,Business Marketing: 33.5% | Health: 25.36% | Biological: 8.05% | Psychology: 6.34% | Visual Performing: 4.71%,,132,,,,386,365,823,,437,173,440,468,379,820,,,368,,284,217,312,694,209,,,,,,,193,,,,123,,,,,,54,139,,,,,,312,,,,,,,141,,,,,,,,,60,,,,,SAT,14 mins,8.9 mi,14,0.9422,0.10%,,,,,,,,,,https://my.uiw.edu/ir/_docs/cds2022-2023.pdf
LeTourneau University,226231,54.21%,63.74%,63.76%,"32.46632, -94.726394",Longview,TX,,,www.letu.edu/,tcc.noellevitz.com/(S(crms2iwt5oswa40jf3oer0at))/LeTourneau Unive rsity/Freshman Students,61.06%,38.94%,,15 to 1,0.62%,0.12%,1.79%,7.02%,68.70%,4.56%,6.04%,5.42%,5.73%,0%,0%,4.00%,6.00%,87.00%,1.00%,2.00%,0%,0%,0%,7.63%,0%,0.85%,0%,4.24%,0%,1.41%,9.60%,0%,0.85%,0%,4.52%,0%,25.14%,0.85%,0%,0%,0.85%,2.82%,9.32%,3.39%,0.56%,0%,0%,15.82%,0%,0%,0%,5.37%,0%,0%,3.95%,0%,0%,0%,1.13%,1.69%,1623,218,1841,33490,33490,23991,10170,55560,Interdenominational,City: Small (pop. < 100k),,,,21,25,29,21,26,30,22,26,30,570,625,680,560,625,690,1250,Engineering: 25.14% | Business Marketing: 15.82% | Education: 9.6%,Engineering: 25.14% | Business Marketing: 15.82% | Education: 9.6% | Transportation: 9.32% | Health: 7.63%,118,65,,237,115,61,437,94,228,793,,282,301,407,846,,,162,,185,,,,787,38,,44,131,,131,,,,,572,,,174,,,,262,,,,,,140,,,,,,,,,,,,,,,,,,,,,DAL,2 hours 13 mins,137 mi,133,0.5419,,,,,,,,,,,
University of North Texas,227216,40.03%,60.18%,59.40%,"33.211178, -97.148422",Denton,TX,"UNT, North Texas, Mean Grean",,www.unt.edu/,www.highered.texas.gov/apps/NPC/?Fice=003594,46.06%,53.94%,,25 to 1,0.25%,0.09%,7.72%,14.57%,40.21%,0.78%,27.31%,4.58%,4.49%,0%,0.16%,18.78%,5.45%,60.38%,3.47%,7.26%,3.31%,1.18%,0%,2.22%,1.80%,1.70%,0%,4.88%,1.24%,0%,0.44%,0%,6.57%,6.97%,6.56%,0%,4.13%,0.73%,0.13%,0%,7.72%,4.03%,0.26%,11.17%,0.73%,0%,7.75%,19.67%,0%,0.21%,0%,1.07%,0.01%,0.88%,4.05%,4.06%,0%,0%,0%,1.01%,32590,9851,42441,20906,20906,12006,10158,54047,,City: Midsize (250k > pop. > 100k),285,,172,17,21,25,18,22,26,19,23,26,500,555,610,510,570,630,1127,Business Marketing: 19.67% | Multidiscipline: 11.17% | Visual Performing: 7.75%,Business Marketing: 19.67% | Multidiscipline: 11.17% | Visual Performing: 7.75% | Communication: 7.72% | Humanities: 6.97%,190,,133,,,,577,,423,136,25,330,352,244,817,,155,233,92,,186,,165,108,,93,,,,,372,222,352,273,175,317,,,186,,,,,210,,,,246,,,,,86,,,,276,,,,,,,33,,,,,AFW,23 mins,19.8 mi,23,0.8142,1.20%,,,,,,,,,,https://data.unt.edu/sites/default/files/cds_2022-2023_unt.pdf
The University of Texas Rio Grande Valley,227368,24.68%,51.14%,50.51%,"26.306759, -98.173567",Edinburg,TX,"UT Rio Grande Valley, UTRGV, University of Texas Rio Grande Valley, ",,www.utrgv.edu/,www.collegeforalltexans.com/apps/CollegeMoney/,40.72%,59.28%,,20 to 1,0.05%,0.03%,1.05%,0.38%,2.29%,0.78%,93.63%,0.22%,1.57%,0.14%,0%,13.80%,2.66%,33.79%,3.38%,38.10%,7.76%,0.36%,0%,6.30%,3.17%,1.04%,0%,2.48%,0.95%,0%,0%,0.37%,11.33%,0%,9.28%,0.08%,6.54%,1.20%,0%,0%,2.70%,3.72%,0%,12.02%,1.06%,0%,4.10%,11.25%,0%,0.37%,0%,0.10%,0.12%,0.59%,7.53%,10.56%,0%,0%,0%,3.15%,26402,5535,31937,19333,19333,5363,8194,47698,,City: Midsize (250k > pop. > 100k),299,,,,,,,,,,,,,,,,,,,Multidiscipline: 12.02% | Biological: 11.33% | Business Marketing: 11.25%,Multidiscipline: 12.02% | Biological: 11.33% | Business Marketing: 11.25% | Security Law Enforcement: 10.56% | Psychology: 9.28%,,92,136,,,,277,427,533,,45,343,365,363,210,,188,,,,311,,668,405,,,,,,,711,337,364,,248,288,,253,,,,86,,,,,,40,,,,,89,,,,,,,,,277,,40,,,,,CRP,2 hours 11 mins,137 mi,131,0.939,,,,,,,,,,,https://www.utrgv.edu/sair/data-reports/cds_2020-2021.pdf
"SUNY, University at Albany",196060,59.23%,66.27%,63.92%,"42.685489, -73.824662",Albany,NY,"University at Albany, SUNY",,www.albany.edu/,www.albany.edu/financialaid/npc.shtml,46.48%,53.52%,,18 to 1,0.29%,0.06%,8.72%,20.66%,43.28%,1.31%,18.09%,4.14%,3.44%,0.16%,0.16%,18.71%,4.52%,67.58%,0%,5.48%,3.06%,0.32%,0%,1.46%,2.60%,1.85%,0%,9.73%,0.51%,0%,2.86%,0%,7.49%,0%,8.80%,0%,0.63%,1.58%,0%,0%,8.00%,18.17%,0%,8.38%,1.64%,0%,1.70%,11.43%,0%,0.33%,0%,0%,1.22%,0%,0%,10.05%,0%,0%,0%,1.58%,12556,4421,16977,"$45,536 ","$27,696 ",17568,15053,63760,,City: Small (pop. < 100k),182,,141,,,,,,,22,26,29,540,590,640,550,595,640,1190,Social Science: 18.17% | Business Marketing: 11.43% | Security Law Enforcement: 10.05%,Social Science: 18.17% | Business Marketing: 11.43% | Security Law Enforcement: 10.05% | Computer: 9.73% | Psychology: 8.8%,,,219,279,,,469,,420,193,,514,544,233,816,17,375,460,,,173,352,37,253,,,,,,,534,,323,,,459,,179,58,302,,,,245,,,248,137,,,,,,212,,228,179,,,,,,,,,,,,BDL,1 hour 49 mins,107 mi,109,0.6799,12.00%,Y,,,76%,"$4,685 ",,,,,
Saint Edward's University,227845,55.34%,65.79%,65.23%,"30.229618, -97.754998",Austin,TX,"St. Edward's University, St. Edward's",,https://www.stedwards.edu/,https://stedwards.studentaidcalculator.com/survey.aspx,37.88%,62.12%,,13 to 1,0.31%,0.07%,3.00%,3.35%,33.24%,0.94%,51.06%,2.86%,5.16%,0%,0%,8.75%,2.50%,79.38%,0%,8.13%,0%,1.25%,0%,0%,3.38%,1.45%,0%,4.23%,1.45%,0%,2.42%,1.57%,9.30%,0%,10.75%,0%,0%,1.09%,0%,0%,8.57%,5.80%,0%,3.26%,0.60%,0%,8.21%,26.45%,0%,0.97%,0%,0%,0%,0%,4.71%,4.23%,0%,0%,0.12%,1.45%,2867,707,3574,49996,49996,21232,13408,56465,Roman Catholic,City: Large (pop. > 250k),,,,,,,,,,,,,,,,,,,,Business Marketing: 26.45% | Psychology: 10.75% | Biological: 9.3%,Business Marketing: 26.45% | Psychology: 10.75% | Biological: 9.3% | Communication: 8.57% | Visual Performing: 8.21%,,,,,318,530,,,,288,464,614,652,772,,,254,200,157,391,648,404,645,121,,,,,,316,69,,,301,59,270,,,,,81,269,,296,,,,177,,,,,,,147,,298,,,,,,,101,,,,,AUS,22 mins,9.6 mi,22,0.9217,,,,,,,,,,,
University of St. Thomas (TX),227863,35.44%,61.60%,69.53%,"29.736438, -95.393102",Houston,TX,,,https://www.stthom.edu/,https://tcc.ruffalonl.com/UniversityofStThomas/freshmanstudents?Aquifer_Source_URL=/FreshmanCalculator&PNF_Check=1,38.84%,61.16%,,14 to 1,0.15%,0.12%,10.95%,11.10%,20.51%,2.04%,48.41%,1.77%,4.96%,0%,0%,10.79%,7.91%,59.71%,1.44%,12.95%,5.76%,1.44%,0%,12.04%,1.29%,0.65%,0%,1.08%,0.22%,0%,0%,0.22%,12.69%,12.69%,9.68%,0%,0.43%,1.94%,0%,0%,5.16%,7.96%,0%,0%,2.37%,0%,4.09%,24.95%,0%,1.51%,0%,0%,0%,0%,0%,0%,0%,0%,1.08%,0%,2603,1210,3813,31560,31560,18241,9470,54322,Roman Catholic,City: Large (pop. > 250k),250,,,17,21,24,17,21,24,18,21,24,520,565,610,520,565,610,1123,Business Marketing: 24.95% | Biological: 12.69% | Humanities: 12.69%,Business Marketing: 24.95% | Biological: 12.69% | Humanities: 12.69% | Health: 12.04% | Psychology: 9.68%,,77,,,131,344,696,316,,790,591,308,328,,249,,160,313,235,206,,,430,104,,,,,170,,31,325,,,169,260,,,,,32,,,,207,,,,,,,,,,,211,279,,,,,,,28,,,,,HOU,26 mins,14.6 mi,26,0.9842,0.90%,Y,,,,,,,,,
Sam Houston State University,227881,35.52%,57.28%,56.38%,"30.714738, -95.546205",Huntsville,TX,SHSU,,www.shsu.edu/,www.shsu.edu/dept/cashiers/cost/,36.22%,63.78%,,20 to 1,0.68%,0.14%,2.03%,17.04%,47.64%,1.84%,26.38%,3.35%,0.91%,0.47%,0%,8.90%,4.63%,72.95%,0%,7.59%,4.15%,1.30%,0%,11.71%,1.24%,2.51%,0%,1.20%,0.39%,0%,7.29%,0.09%,3.01%,1.43%,5.50%,5.45%,0%,0.55%,0%,0%,4.21%,2.25%,0%,2.14%,1.15%,0%,3.68%,17.63%,0%,0.18%,0%,3.20%,0%,0.87%,3.29%,20.32%,0.69%,0%,0%,0%,18288,3324,21612,18752,18752,15446,10406,52250,,Town: Distant,263,,,16,20,23,17,22,26,18,21,23,470,510,550,480,525,570,1041,Security Law Enforcement: 20.32% | Business Marketing: 17.63% | Health: 11.71%,Security Law Enforcement: 20.32% | Business Marketing: 17.63% | Health: 11.71% | Education: 7.29% | Psychology: 5.5%,,,265,,,656,358,,,826,300,620,658,229,692,,295,,,,78,,264,247,,,,,,,,,,,447,,,,224,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,IAH,57 mins,61.0 mi,57,0.9658,0.10%,,,,,,,,,,https://www.shsu.edu/dept/institutional-research/documents/cds/CDS_2022-2023%2520-%2520FINAL_RF.pdf
St. Mary's University,228149,46.86%,59.25%,60.34%,"29.453244, -98.562778",San Antonio,TX,St. Mary's,,www.stmarytx.edu/,www.stmarytx.edu/admission/financial-aid/net-price-calculator/,41.29%,58.71%,,11 to 1,0.34%,0.10%,2.40%,2.64%,13.97%,6.19%,66.49%,1.34%,6.53%,0.95%,0.48%,8.10%,5.71%,66.67%,0.95%,14.76%,2.38%,0%,0%,0%,2.29%,1.52%,0%,3.05%,0.38%,0%,0.57%,1.71%,13.14%,0%,6.29%,0%,9.52%,2.86%,0%,0%,3.43%,14.86%,0%,0.38%,0.95%,0%,0.95%,25.33%,0%,0.57%,0%,0.57%,0%,0%,3.81%,7.24%,0%,0%,0.57%,0%,2083,1339,3422,34564,34564,17120,11156,56763,Roman Catholic,City: Large (pop. > 250k),,,,,,,,,,,,,,,,,,,,Business Marketing: 25.33% | Social Science: 14.86% | Biological: 13.14%,Business Marketing: 25.33% | Social Science: 14.86% | Biological: 13.14% | Engineering: 9.52% | Security Law Enforcement: 7.24%,,120,,,191,495,219,,446,632,373,418,444,481,772,,202,251,370,272,627,301,569,470,,,,,,,,,308,,621,235,,,,314,51,126,119,,,,,35,,,,,,,,,158,,,,,,,55,,,,,SAT,23 mins,13.2 mi,23,0.8846,2.20%,,,,,,,,,,https://cdn.stmarytx.edu/wp-content/uploads/2023/02/CDS_2022-2023-Final.pdf
Bryant University,217165,80.29%,83.59%,81.42%,"41.920092, -71.539547",Smithfield,RI,,,https://www.bryant.edu/,https://tcc.ruffalonl.com/Bryant University/Freshman-Students,63.10%,36.90%,,13 to 1,0.23%,0.10%,3.73%,3.79%,76.99%,1.14%,6.86%,2.42%,4.74%,0.62%,0%,13.66%,1.86%,73.29%,1.86%,2.48%,4.35%,1.86%,0%,0%,0%,0.12%,0%,0%,0.36%,0%,0%,0.60%,2.17%,0%,2.05%,0%,0%,3.98%,0%,0%,2.53%,2.17%,0%,0.60%,0%,0%,0%,85.42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3060,378,3438,"$67,260 ","$67,260 ",40426,16211,89490,,Suburb: Large City,,,,,,,,,,26,28,30,570,610,650,550,600,650,1222,Business Marketing: 85.42% | Mathematics: 3.98% | Communication: 2.53%,Business Marketing: 85.42% | Mathematics: 3.98% | Communication: 2.53% | Biological: 2.17% | Social Science: 2.17%,,,,643,,,679,402,435,876,,377,401,296,148,60,76,79,236,251,277,277,556,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVD,24 mins,18.6 mi,24,0.7361,6.10%,Y,Y,Y,93%,"$18,997 ",1-Nov,15-Jan,"December 1, February 15",https://admission.bryant.edu/applying-to-bryant/first-year-admission,
Southwestern University,228343,68.25%,73.54%,69.86%,"30.634341, -97.665738",Georgetown,TX,SU,,https://www.southwestern.edu/,https://www.southwestern.edu/scholarships-financial-aid/grants-loans/net-price-calculator/,46.40%,53.60%,,12 to 1,0.20%,0%,4.13%,4.93%,58.13%,0.47%,26.33%,4.87%,0.93%,0.86%,0%,8.62%,4.31%,69.83%,0.86%,13.79%,0.86%,0.86%,0%,0%,5.40%,2.86%,0%,4.76%,1.27%,0%,3.81%,3.49%,10.16%,0%,12.06%,0%,0%,1.59%,0%,0%,8.57%,10.16%,0%,0%,4.13%,0%,7.62%,16.83%,0%,0.95%,0%,0%,0%,0%,6.35%,0%,0%,0%,0%,0%,1500,,,"$62,260 ","$62,260 ",25451,12000,60338,United Methodist,City: Small (pop. < 100k),,,,23,26,29,24,29,33,25,28,31,560,605,650,590,635,680,1267,Business Marketing: 16.83% | Psychology: 12.06% | Biological: 10.16%,Business Marketing: 16.83% | Psychology: 12.06% | Biological: 10.16% | Social Science: 10.16% | Communication: 8.57%,,136,,177,212,,740,,229,,,453,482,441,,,,173,223,291,,321,,790,78,,,,,298,,389,232,294,652,338,,,,178,,107,,293,,166,,,106,,,,,169,,205,212,,,160,,,,,,,,,AUS,42 mins,42.6 mi,42,0.5104,0%,Y,,,99%,"$26,609 ",,,,,https://www.southwestern.edu/live/files/10457-sucds2022-2023pdf&sa=U&ved=2ahUKEwiZ1PfNm5KBAxUZT6QEHd7qBhsQFnoECAgQAg&usg=AOvVaw0RMsgxhY3nQqdhzlOialkT
Stephen F Austin State University,228431,35.27%,52.92%,53.46%,"31.621056, -94.64908",Nacogdoches,TX,"SFASU, SFA, Stephen F, Stephen F. Austin",,https://www.sfasu.edu/,https://www.sfasu.edu/admissions-and-aid/tuition-costs/cost-of-attendance,36.44%,63.56%,,17 to 1,0.56%,0.06%,1.12%,13.48%,57.87%,0.89%,20.84%,4.52%,0.65%,0.42%,0%,2.32%,3.16%,83.79%,0%,5.26%,2.74%,2.32%,0%,13.61%,1.45%,1.20%,0%,1.99%,0.41%,0%,0%,2.73%,2.90%,0.21%,3.93%,2.77%,0.83%,0.29%,0%,0%,3.43%,2.11%,0%,13.07%,1.03%,0%,8.19%,21.43%,0%,0.04%,0%,0%,0%,6.50%,6.79%,1.99%,0%,0%,0%,3.10%,9515,1647,11162,21616,21616,15708,9642,48292,,Town: Remote,,,,17,21,24,17,20,23,18,21,24,490,535,580,490,535,580,1076,Business Marketing: 21.43% | Health: 13.61% | Multidiscipline: 13.07%,Business Marketing: 21.43% | Health: 13.61% | Multidiscipline: 13.07% | Visual Performing: 8.19% | Parks Recreation Fitness: 6.79%,,,188,,,,401,738,573,959,,446,475,358,652,,270,,,,279,,173,215,,,,,,,,,,,284,,,,108,213,,87,,,,,227,,,,62,,,,,,,,,,,232,,,,,,,IAH,2 hours 9 mins,129 mi,129,0.8313,0.20%,,,,,,,,,,https://www.sfasu.edu/ir/documents/CDS_2020-2021_-_Completed.pdf
Texas State University,228459,32.67%,56.96%,57.46%,"29.888885, -97.943029",San Marcos,TX,"Texas State, Texas State University-San Marcos, Southwest Texas State University, Southwest Texas State, SWT, SWTSU, Texas State San Marcos, TxSt, TxState, TS, ",,https://www.txst.edu/,https://www.admissions.txst.edu/pay-for-college/cost-of-attendance.html,40.37%,59.63%,,22 to 1,0.23%,0.12%,2.59%,9.60%,40.97%,0.67%,41.50%,3.85%,0.48%,0.22%,0%,7.31%,2.97%,65.03%,6.81%,10.86%,5.36%,1.45%,0%,5.76%,2.20%,1.36%,0%,4.71%,0.54%,0%,2.37%,0.99%,4.60%,2.74%,6.78%,1.62%,1.84%,0.75%,0.19%,0%,9.51%,5.28%,0%,5.62%,0.67%,0%,6.26%,17.04%,0%,0.22%,0%,2.26%,0%,2.63%,7.41%,4.47%,0.16%,0%,0%,2.00%,33175,4689,37864,22559,22559,17033,10930,53885,,City: Small (pop. < 100k),331,,,16,20,24,17,21,25,18,22,25,490,535,580,500,550,600,1088,Business Marketing: 17.04% | Communication: 9.51% | Parks Recreation Fitness: 7.41%,Business Marketing: 17.04% | Communication: 9.51% | Parks Recreation Fitness: 7.41% | Psychology: 6.78% | Visual Performing: 6.26%,,,187,,,,501,,,602,126,444,473,432,695,,229,,221,,309,,71,99,,,,,,,297,365,,,85,406,,,73,,,134,,241,,,,262,,,,,98,,,,,,,215,,,,62,,,,,AUS,42 mins,36.5 mi,42,0.6999,,,,,,,,,,,https://docs.gato.txst.edu/170274/Common-Data-Set-2018-2019.pdf
Texas A&M University,228723,58.84%,83.36%,82.16%,"30.618726, -96.336475",College Station,TX,,,https://www.tamu.edu/,https://tuition.tamu.edu/,52.61%,47.39%,,19 to 1,0.21%,0.04%,10.27%,2.25%,57.24%,0.22%,25.02%,3.66%,1.10%,0.17%,0.11%,14.41%,3.38%,58.44%,4.30%,6.59%,11.76%,0.84%,0.15%,5.82%,1.08%,0.94%,0%,3.34%,0.25%,0%,2.72%,2.41%,7.83%,0%,4.56%,8.47%,16.27%,1.14%,1.11%,0%,3.97%,5.93%,0.48%,7.67%,1.40%,0%,0.10%,15.93%,0%,0.17%,0%,3.95%,0.01%,0.04%,3.93%,0.33%,0%,0%,0%,0%,56006,15807,71813,"$54,987 ","$28,078 ",20976,11400,70877,,City: Midsize (250k > pop. > 100k),331,,,24,27,30,23,28,33,25,28,31,570,635,700,570,625,680,1275,Engineering: 16.27% | Business Marketing: 15.93% | Agriculture: 8.47%,Engineering: 16.27% | Business Marketing: 15.93% | Agriculture: 8.47% | Biological: 7.83% | Multidiscipline: 7.67%,35,,19,304,,,42,,101,722,107,68,75,35,83,,28,30,33,,30,,128,34,,,19,,160,,690,82,168,92,210,63,46,113,153,153,,19,75,71,85,85,35,106,,,2,27,20,78,,66,78,10,,,140,206,,,21,,,,IAH,1 hour 27 mins,87.9 mi,87,0.6428,,,,,23%,"$5,016 ",,,,,https://dars.tamu.edu/Student/files/CDS_2022-2023.aspx&sa=U&ved=2ahUKEwi-kJnWm5KBAxVbWqQEHTgOCd0QFnoECAYQAg&usg=AOvVaw0DB0bLL7t7B1xAqv8xn_5F
"The University of Texas, Arlington",228769,28.15%,51.11%,54.96%,"32.729718, -97.11296",Arlington,TX,UT Arlington,,https://www.uta.edu/,https://www.highered.texas.gov/institutional-resources-programs/net-price-calculator/,38.19%,61.81%,,24 to 1,0.23%,0.10%,13.33%,14.96%,27.83%,2.38%,33.39%,3.96%,3.82%,0.16%,0.08%,24.50%,5.56%,54.07%,7.17%,6.53%,0.81%,1.13%,0%,40.32%,1.01%,0.98%,0%,4.92%,1.60%,0%,1.82%,0.13%,4.33%,3.29%,2.48%,0%,7.40%,0.55%,0.89%,0%,2.62%,1.37%,0%,0.38%,0.67%,0%,2.83%,14.50%,0%,0.08%,0%,0%,0%,0%,2.66%,1.90%,0%,0%,0%,3.26%,32658,12987,45645,29299,29299,15627,10516,57994,,City: Large (pop. > 250k),,,110,18,22,26,18,22,26,19,23,26,500,555,610,500,555,610,1115,Health: 40.32% | Business Marketing: 14.5% | Engineering: 7.4%,Health: 40.32% | Business Marketing: 14.5% | Engineering: 7.4% | Computer: 4.92% | Biological: 4.33%,206,,161,,,294,285,741,530,114,230,393,418,391,375,,209,,323,,365,286,,763,,,,,46,405,785,,,,648,436,,,,,,,,154,,,,,,,,,93,,,,,,,,,,,48,,,,,DFW,22 mins,16.4 mi,22,0.927,,,,,,,,,,,
